long,lat,id_arbol,altura_tot,diametro,inclinacio,id_especie,nombre_com,nombre_cie,tipo_folla,espacio_ve,ubicacion,nombre_fam,nombre_gen,origen,coord_x,coord_y
-58.4569965275,-34.6837012221,87,6,25,15,35,Acacia de constantinopla,Albizia julibrissin,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Leguminosas,Albizia,Exótico,100577.667385,93961.700297
-58.4576356647,-34.6838312366,88,3,5,0,333,Arce,Acer sp.,No Determinado,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Aceráceas,Acer,Exótico,100519.090981,93947.284039
-58.4576077304,-34.6838028404,89,3,5,0,333,Arce,Acer sp.,No Determinado,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Aceráceas,Acer,Exótico,100521.659395,93950.432417
-58.4575832876,-34.6837819261,90,3,5,0,333,Arce,Acer sp.,No Determinado,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Aceráceas,Acer,Exótico,100523.8964,93952.752275
-58.4575326563,-34.683737844,91,3,5,0,333,Arce,Acer sp.,No Determinado,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Aceráceas,Acer,Exótico,100528.536116,93957.640546
-58.4553307721,-34.6783500579,92,9,22,20,35,Acacia de constantinopla,Albizia julibrissin,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Leguminosas,Albizia,Exótico,100730.357735,94555.322268
-58.4552207743,-34.678426132,93,9,22,20,35,Acacia de constantinopla,Albizia julibrissin,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Leguminosas,Albizia,Exótico,100740.435962,94546.884682
-58.4552181623,-34.678350051,94,9,22,20,35,Acacia de constantinopla,Albizia julibrissin,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Leguminosas,Albizia,Exótico,100740.67034,94555.322268
-58.4550238238,-34.6783437289,95,9,22,20,35,Acacia de constantinopla,Albizia julibrissin,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Leguminosas,Albizia,Exótico,100758.48302,94556.0254
-58.4548498898,-34.6783437178,96,9,22,20,35,Acacia de constantinopla,Albizia julibrissin,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Leguminosas,Albizia,Exótico,100774.420682,94556.0254
-58.4535990059,-34.6809296568,97,10,50,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Bombacáceas,Ceiba,Nativo/Autóctono,100889.031221,94269.147488
-58.4534200567,-34.6808408523,98,10,50,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Bombacáceas,Ceiba,Nativo/Autóctono,100905.437637,94278.991338
-58.4533279617,-34.6808112783,99,10,50,0,25,Palo borracho rosado,Ceiba speciosa,Árbol Latifoliado Caducifolio,DE LAS VICTORIAS,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Bombacáceas,Ceiba,Nativo/Autóctono,100913.875223,94282.272621
